Customer_ID,Preferred_Login_Device,City_Tier,Preferred_Payment_Mode,Hours_Spend_On_Website,Total_Devices_Registered,Satisfaction_Score,Marital_Status,Complain_Count_In_Last_Month,Order_Amount_Hike_From_Last_Year,Discount_Coupon_Used_Count,Days_Since_Last_Order,Average_Cash_Back,Churn,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value,Customer_Age,Total_Amount_Spent,Total_Returns,Preferred_Order_Category,Preferred_Order_Category_Name,Total_Orders_This_Month,Purchase_Intensity,Recency,Avg_Spend_Per_Order,KMeans_Segment,Segment_Label,Cultural_Eco_Alignment,Emotional_Guilt_Score,Emotional_Pride_Score,Social_Influence_Score,Green_Knowledge_Level,Time_Spent_on_Green_Products,Clicks_on_Green_Products,Previous_Green_Purchases,Referral_Source,Product_Category,Green_Product_Rating,Green_Consumption_Score,Green_Purchase_Made,Pred_Green_Class,Pred_Green_Score,Eco_Segment
2913,Mobile Phone,2,UPI,3,4,4,Divorced,0,14,2,5,146,0,Male,Urban,High School,2K-5K,4158,1,Gold,35880,29,5444,2,16,dairy eggs,4,21.776,5,1088.8,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
232,Mobile Phone,1,Debit Card,2,4,4,Married,0,11,0,9,243,0,Male,Rural,Bachelor,More than 10K,0,1,Platinum,30744,20,12160,1,7,beverages,3,36.48,9,3040.0,1,At-Risk Customers,6.0,4.0,5.0,9.0,10.0,17.0,2.0,1.0,Social Media,Non-Eco-Friendly,1.0,0.59,1.0,1.0,0.45,Eco_Conscious
1589,Mobile Phone,3,Credit Card,2,3,3,Married,0,12,0,0,143,0,Female,Urban,High School,5K-10K,5437,More than 1,Platinum,431652,29,9309,4,19,snacks,3,27.927,0,2327.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
754,Computer,3,E wallet,3,3,3,Divorced,1,18,3,2,146,1,Male,Urban,High School,2K-5K,2819,More than 1,Silver,57588,55,7732,2,4,produce,3,23.196,2,1933.0,3,Value Seeking Customers,4.0,3.0,3.0,8.0,7.0,12.0,5.0,2.0,Organic Search,Non-Eco-Friendly,1.0,0.46,0.0,0.0,0.45,Low_Interest
887,Mobile Phone,1,COD,2,1,4,Married,0,12,1,2,149,0,Male,Rural,Bachelor,5K-10K,0,1,Silver,62904,37,25615,4,18,babies,3,76.845,2,6403.75,2,High-Value Customers,7.0,3.0,6.0,7.0,3.0,18.0,4.0,1.0,Social Media,Non-Eco-Friendly,1.0,0.54,1.0,1.0,0.58,Eco_Conscious
3542,Mobile Phone,1,Debit Card,3,4,5,Married,0,13,8,8,169,0,Female,Rural,High School,5K-10K,0,More than 1,Silver,329292,56,15707,3,18,babies,3,47.121,8,3926.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
95,Mobile Phone,1,Debit Card,2,4,2,Single,0,15,0,2,132,0,Female,Rural,Others,More than 10K,5792,More than 1,Silver,72432,60,9397,2,7,beverages,2,18.794,2,3132.3333333333335,3,Value Seeking Customers,4.0,6.0,6.0,1.0,10.0,12.0,1.0,3.0,Ads,Non-Eco-Friendly,3.0,0.53,1.0,1.0,0.63,Eco_Conscious
1236,Mobile Phone,1,Credit Card,2,4,3,Married,1,12,1,8,287,0,Male,Urban,High School,5K-10K,6317,1,Platinum,40716,44,15707,3,4,produce,2,31.414,8,5235.666666666667,2,High-Value Customers,,,,,,,,,,,,,,,,
749,Mobile Phone,3,E wallet,2,1,3,Single,1,17,2,8,237,1,Male,Urban,Bachelor,2K-5K,6398,1,Platinum,64092,30,6032,2,9,dry goods pasta,4,24.128,8,1206.4,0,Frequent Loyal Customers,8.0,6.0,8.0,4.0,10.0,7.0,2.0,0.0,Social Media,Eco-Friendly,1.0,0.62,1.0,1.0,0.61,Eco_Conscious
3286,Computer,1,UPI,4,4,5,Married,0,15,2,4,155,0,Male,Urban,High School,More than 10K,2689,1,Platinum,64716,19,18092,2,4,produce,1,18.092,4,9046.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3274,Mobile Phone,1,COD,3,4,2,Divorced,0,12,2,3,157,0,Female,Urban,Bachelor,More than 10K,5032,1,Gold,34800,46,8050,1,4,produce,2,16.1,3,2683.3333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
3684,Mobile Phone,3,UPI,2,5,3,Single,0,19,1,1,155,0,Male,Rural,Bachelor,5K-10K,0,More than 1,Gold,67032,36,9029,1,4,produce,3,27.087,1,2257.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1681,Mobile Phone,1,Credit Card,3,3,5,Married,1,15,1,4,299,1,Male,Urban,Bachelor,5K-10K,3911,More than 1,Gold,99936,68,7522,1,4,produce,3,22.566,4,1880.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4381,Mobile Phone,3,E wallet,4,4,5,Married,0,15,4,6,209,0,Female,Urban,Others,5K-10K,2372,1,Gold,32616,27,11539,2,4,produce,1,11.539,6,5769.5,2,High-Value Customers,,,,,,,,,,,,,,,,
4138,Mobile Phone,2,Debit Card,3,5,3,Single,0,12,2,3,185,0,Female,Urban,Bachelor,2K-5K,5312,More than 1,Gold,70932,32,16048,1,19,snacks,1,16.048,3,8024.0,2,High-Value Customers,,,,,,,,,,,,,,,,
945,Mobile Phone,3,Debit Card,3,3,3,Single,1,16,0,2,171,0,Male,Urban,High School,More than 10K,6472,1,Silver,41484,32,3094,0,4,produce,3,9.282,2,773.5,0,Frequent Loyal Customers,1.0,2.0,9.0,1.0,3.0,2.0,1.0,1.0,Organic Search,Eco-Friendly,1.0,0.31,0.0,0.0,0.4,Low_Interest
1073,Mobile Phone,3,Credit Card,2,3,1,Single,0,13,0,0,111,1,Male,Urban,High School,5K-10K,10061,More than 1,Silver,153588,49,13424,1,19,snacks,1,13.424,0,6712.0,2,High-Value Customers,8.0,8.0,4.0,8.0,8.0,6.0,2.0,2.0,Ads,Eco-Friendly,1.0,0.62,1.0,1.0,0.65,Eco_Conscious
3294,Mobile Phone,1,Credit Card,3,4,3,Divorced,0,15,4,7,297,0,Female,Urban,Bachelor,5K-10K,9164,More than 1,Platinum,538356,69,5612,0,7,beverages,4,22.448,7,1122.4,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
1245,Mobile Phone,1,Debit Card,3,3,4,Married,0,17,1,9,162,0,Female,Urban,High School,2K-5K,7743,1,Platinum,38904,27,3407,0,19,snacks,1,3.407,9,1703.5,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3162,Mobile Phone,1,Debit Card,3,4,3,Married,0,14,9,10,160,0,Female,Rural,High School,5K-10K,4019,1,Platinum,31968,67,19078,3,4,produce,6,114.468,10,2725.4285714285716,1,At-Risk Customers,,,,,,,,,,,,,,,,
812,Mobile Phone,1,Debit Card,2,3,4,Single,0,13,1,3,134,0,Male,Urban,High School,5K-10K,2210,1,Platinum,35424,70,6523,0,7,beverages,4,26.092,3,1304.6,0,Frequent Loyal Customers,8.0,6.0,7.0,1.0,5.0,8.0,1.0,3.0,Organic Search,Non-Eco-Friendly,1.0,0.55,1.0,1.0,0.58,Eco_Conscious
3483,Computer,1,COD,2,4,1,Single,0,21,2,5,177,0,Male,Urban,Bachelor,5K-10K,5729,More than 1,Platinum,114192,30,11551,1,17,household,3,34.653,5,2887.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
890,Mobile Phone,1,CC,2,3,4,Married,1,17,0,0,124,1,Male,Rural,Bachelor,More than 10K,2880,More than 1,Gold,75252,21,16527,2,4,produce,3,49.581,0,4131.75,3,Value Seeking Customers,3.0,10.0,5.0,2.0,2.0,17.0,3.0,2.0,Ads,Non-Eco-Friendly,1.0,0.52,1.0,0.0,0.46,Low_Interest
2363,Computer,1,Credit Card,2,3,1,Married,0,13,1,10,138,0,Female,Urban,High School,2K-5K,5585,More than 1,Gold,184020,33,18735,2,7,beverages,3,56.205,10,4683.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
4286,Mobile Phone,1,UPI,4,4,1,Single,0,20,2,1,152,1,Male,Rural,Bachelor,2K-5K,4774,More than 1,Gold,63636,26,2320,0,4,produce,4,9.28,1,464.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
2825,Mobile Phone,3,Credit Card,3,4,5,Single,0,21,7,11,209,0,Female,Urban,Others,More than 10K,8128,More than 1,Platinum,520152,54,3616,2,4,produce,1,3.616,11,1808.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
4484,Computer,1,Debit Card,3,4,3,Single,1,15,2,8,175,0,Male,Urban,High School,2K-5K,2115,More than 1,Gold,73584,67,22018,4,16,dairy eggs,2,44.036,8,7339.333333333333,2,High-Value Customers,,,,,,,,,,,,,,,,
4683,Mobile Phone,3,Debit Card,4,4,3,Married,0,15,8,8,189,0,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,104400,64,11254,2,1,frozen,1,11.254,8,5627.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3047,Computer,3,Credit Card,4,6,5,Single,0,19,1,3,175,1,Male,Urban,Bachelor,5K-10K,3330,More than 1,Gold,71748,43,12123,3,4,produce,3,36.369,3,3030.75,3,Value Seeking Customers,,,,,,,,,,,,,,,,
169,Mobile Phone,1,Credit Card,2,4,4,Divorced,0,15,7,7,149,1,Male,Urban,Bachelor,2K-5K,12260,More than 1,Gold,131616,41,5426,1,4,produce,4,21.704,7,1085.2,0,Frequent Loyal Customers,3.0,1.0,3.0,7.0,9.0,17.0,2.0,1.0,Email,Non-Eco-Friendly,4.0,0.41,0.0,0.0,0.37,Low_Interest
4616,Mobile Phone,1,Credit Card,3,2,3,Married,1,13,1,4,146,0,Male,Urban,High School,5K-10K,3865,More than 1,Platinum,151344,23,11142,2,4,produce,2,22.284,4,3714.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
3620,Mobile Phone,3,Debit Card,3,4,1,Married,1,12,2,10,177,0,Female,Urban,Bachelor,5K-10K,5845,1,Gold,56892,51,28788,5,4,produce,2,57.576,10,9596.0,2,High-Value Customers,,,,,,,,,,,,,,,,
2315,Computer,1,COD,2,4,3,Married,1,16,1,0,124,1,Male,Urban,Bachelor,2K-5K,5783,More than 1,Platinum,265212,65,5376,1,16,dairy eggs,2,10.752,0,1792.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
559,Mobile Phone,3,Cash on Delivery,3,3,2,Divorced,1,14,0,3,219,0,Male,Urban,High School,5K-10K,0,1,Silver,32604,57,9890,1,16,dairy eggs,3,29.67,3,2472.5,3,Value Seeking Customers,10.0,6.0,10.0,10.0,8.0,11.0,2.0,0.0,Social Media,Eco-Friendly,2.0,0.77,1.0,1.0,0.69,Eco_Conscious
3470,Computer,1,Debit Card,3,4,3,Married,0,14,1,4,159,0,Male,Urban,Others,2K-5K,6530,1,Platinum,32832,67,5393,1,4,produce,2,10.786,4,1797.6666666666667,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3423,Mobile Phone,1,Debit Card,4,4,5,Single,1,15,1,4,147,1,Female,Urban,Bachelor,5K-10K,5032,More than 1,Platinum,151320,68,10836,1,4,produce,3,32.508,4,2709.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1773,Mobile Phone,1,Debit Card,2,3,4,Married,0,14,1,0,120,0,Female,Urban,Bachelor,5K-10K,5900,1,Silver,33792,45,6549,0,4,produce,3,19.647,0,1637.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2666,Mobile Phone,1,Credit Card,3,6,2,Divorced,1,14,3,3,160,1,Female,Urban,High School,2K-5K,6265,1,Gold,36432,19,12227,2,11,personal care,1,12.227,3,6113.5,2,High-Value Customers,,,,,,,,,,,,,,,,
4029,Mobile Phone,1,UPI,3,5,3,Single,0,25,2,1,235,0,Male,Rural,High School,5K-10K,3164,More than 1,Platinum,60144,37,20478,1,4,produce,3,61.434,1,5119.5,2,High-Value Customers,,,,,,,,,,,,,,,,
2141,Mobile Phone,1,COD,3,4,5,Single,0,13,1,7,124,1,Male,Rural,Bachelor,More than 10K,0,1,Platinum,34320,61,14859,1,16,dairy eggs,1,14.859,7,7429.5,2,High-Value Customers,,,,,,,,,,,,,,,,
262,Mobile Phone,3,E wallet,2,4,2,Married,0,12,0,0,241,0,Female,Rural,High School,5K-10K,2993,1,Platinum,60168,33,14845,2,19,snacks,4,59.38,0,2969.0,3,Value Seeking Customers,2.0,9.0,5.0,3.0,6.0,14.0,2.0,0.0,Social Media,Non-Eco-Friendly,2.0,0.49,0.0,0.0,0.48,Low_Interest
4918,Mobile Phone,3,E wallet,3,5,5,Married,0,17,1,1,179,0,Male,Urban,High School,2K-5K,3817,More than 1,Platinum,62880,24,1935,0,4,produce,3,5.805,1,483.75,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
1396,Computer,1,Credit Card,3,3,3,Married,0,12,2,2,237,0,Male,Rural,Bachelor,5K-10K,4402,1,Platinum,33912,33,13236,2,4,produce,1,13.236,2,6618.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3751,Computer,1,Credit Card,4,4,5,Married,0,14,1,3,147,0,Female,Rural,Bachelor,5K-10K,3041,1,Gold,53664,34,6534,0,4,produce,5,32.67,3,1089.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
707,Mobile Phone,3,E wallet,2,4,2,Single,0,14,10,17,202,0,Female,Urban,High School,5K-10K,7441,More than 1,Platinum,397824,54,5415,1,4,produce,1,5.415,17,2707.5,1,At-Risk Customers,9.0,1.0,4.0,8.0,4.0,9.0,4.0,1.0,Email,Eco-Friendly,1.0,0.47,0.0,0.0,0.45,Low_Interest
1925,Mobile Phone,1,CC,2,4,3,Married,0,12,1,7,123,0,Male,Urban,High School,5K-10K,3455,More than 1,Platinum,63240,37,8723,3,4,produce,2,17.446,7,2907.6666666666665,1,At-Risk Customers,,,,,,,,,,,,,,,,
1206,Mobile Phone,1,UPI,2,3,1,Married,1,13,0,3,165,0,Male,Urban,Bachelor,2K-5K,4188,1,Silver,36132,50,11395,3,4,produce,3,34.185,3,2848.75,3,Value Seeking Customers,,,,,,,,,,,,,,,,
296,Mobile Phone,3,Credit Card,3,3,3,Single,0,16,0,3,149,0,Male,Rural,High School,5K-10K,0,1,Platinum,30492,55,17231,2,4,produce,4,68.924,3,3446.2,3,Value Seeking Customers,8.0,4.0,3.0,6.0,1.0,3.0,5.0,2.0,Ads,Eco-Friendly,5.0,0.43,0.0,0.0,0.45,Low_Interest
4233,Mobile Phone,1,Debit Card,4,4,4,Married,0,14,6,9,169,0,Male,Urban,Bachelor,2K-5K,6593,More than 1,Platinum,109464,68,16761,3,4,produce,2,33.522,9,5587.0,2,High-Value Customers,,,,,,,,,,,,,,,,
1686,Mobile Phone,1,Credit Card,3,3,5,Married,1,11,0,4,155,0,Male,Rural,Bachelor,More than 10K,0,1,Platinum,38520,55,14451,0,19,snacks,3,43.353,4,3612.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
3770,Mobile Phone,3,Credit Card,4,5,1,Single,0,17,4,3,221,1,Female,Urban,High School,5K-10K,0,More than 1,Silver,65424,61,14065,3,7,beverages,2,28.13,3,4688.333333333333,2,High-Value Customers,,,,,,,,,,,,,,,,
2175,Mobile Phone,1,UPI,3,3,5,Married,0,12,6,6,124,0,Male,Urban,High School,2K-5K,6720,More than 1,Silver,260976,47,2513,2,4,produce,3,7.539,6,628.25,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
444,Computer,1,Credit Card,2,4,2,Divorced,0,22,0,0,238,0,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,50376,28,4849,0,15,canned goods,3,14.547,0,1212.25,0,Frequent Loyal Customers,1.0,1.0,10.0,7.0,8.0,14.0,0.0,2.0,Email,Eco-Friendly,3.0,0.48,0.0,0.0,0.47,Low_Interest
846,Mobile Phone,1,Debit Card,2,3,5,Single,0,14,1,0,120,1,Male,Urban,High School,2K-5K,15743,More than 1,Platinum,158976,20,208,0,4,produce,3,0.624,0,52.0,0,Frequent Loyal Customers,9.0,8.0,5.0,3.0,9.0,8.0,0.0,3.0,Organic Search,Eco-Friendly,4.0,0.63,1.0,1.0,0.65,Eco_Conscious
4015,Computer,3,Credit Card,3,4,1,Single,0,16,2,1,192,0,Female,Rural,High School,5K-10K,5314,1,Platinum,44160,19,16481,1,16,dairy eggs,3,49.443,1,4120.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1371,Computer,3,Credit Card,2,4,1,Single,0,12,5,8,189,0,Male,Urban,Bachelor,5K-10K,2972,More than 1,Platinum,62412,28,15724,3,4,produce,3,47.172,8,3931.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
3346,Mobile Phone,3,Cash on Delivery,4,5,3,Divorced,1,15,8,7,196,0,Male,Urban,Bachelor,5K-10K,4996,More than 1,Platinum,174048,62,14782,3,4,produce,2,29.564,7,4927.333333333333,2,High-Value Customers,,,,,,,,,,,,,,,,
3727,Mobile Phone,1,Debit Card,3,4,5,Married,0,14,2,1,148,0,Female,Rural,High School,5K-10K,2241,More than 1,Platinum,96300,67,26220,4,16,dairy eggs,4,104.88,1,5244.0,2,High-Value Customers,,,,,,,,,,,,,,,,
4661,Computer,1,Credit Card,3,4,1,Married,0,21,1,13,285,0,Female,Urban,Bachelor,More than 10K,3066,More than 1,Gold,514188,47,17588,5,16,dairy eggs,1,17.588,13,8794.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3293,Mobile Phone,1,Debit Card,3,4,5,Divorced,0,23,2,1,146,0,Male,Rural,Bachelor,5K-10K,2725,More than 1,Platinum,68556,36,5900,0,4,produce,2,11.8,1,1966.6666666666667,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2898,Computer,1,Debit Card,4,4,2,Married,0,15,1,10,309,0,Female,Urban,High School,<=2K,6151,1,Platinum,114492,25,17448,4,4,produce,2,34.896,10,5816.0,2,High-Value Customers,,,,,,,,,,,,,,,,
2241,Mobile Phone,1,Credit Card,3,3,3,Married,0,25,1,7,274,0,Female,Urban,High School,More than 10K,10078,More than 1,Platinum,199488,62,9165,1,4,produce,2,18.33,7,3055.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
2428,Computer,2,UPI,3,3,4,Married,1,11,0,2,130,0,Female,Urban,High School,5K-10K,3886,More than 1,Platinum,59352,39,5617,2,1,frozen,1,5.617,2,2808.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2116,Computer,3,E wallet,3,3,3,Married,0,12,0,0,148,0,Female,Urban,High School,More than 10K,0,More than 1,Platinum,160524,52,12290,4,1,frozen,1,12.29,0,6145.0,2,High-Value Customers,,,,,,,,,,,,,,,,
2807,Mobile Phone,1,Debit Card,3,5,2,Divorced,1,14,1,4,161,0,Male,Rural,High School,5K-10K,4042,More than 1,Gold,66288,42,15905,1,4,produce,2,31.81,4,5301.666666666667,2,High-Value Customers,,,,,,,,,,,,,,,,
2819,Mobile Phone,3,COD,3,4,3,Single,0,12,2,3,159,0,Female,Urban,High School,<=2K,5538,1,Silver,31668,37,2501,2,7,beverages,2,5.002,3,833.6666666666666,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4410,Computer,1,Credit Card,3,5,4,Married,0,16,2,1,151,1,Female,Urban,High School,2K-5K,6742,1,Platinum,30720,21,17836,2,18,babies,4,71.344,1,3567.2,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4354,Mobile Phone,1,Credit Card,3,4,3,Single,0,15,3,2,175,0,Male,Urban,Bachelor,5K-10K,6032,More than 1,Gold,63072,34,8184,2,1,frozen,1,8.184,2,4092.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1563,Mobile Phone,1,Debit Card,2,3,3,Single,0,11,0,0,138,0,Male,Urban,High School,5K-10K,0,1,Silver,38940,29,3285,0,4,produce,1,3.285,0,1642.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1561,Mobile Phone,1,Debit Card,2,3,3,Married,0,13,1,1,279,0,Male,Urban,Bachelor,5K-10K,2227,More than 1,Platinum,119868,38,10911,1,4,produce,1,10.911,1,5455.5,2,High-Value Customers,,,,,,,,,,,,,,,,
1889,Computer,1,CC,2,4,4,Married,0,15,1,0,126,1,Male,Rural,High School,More than 10K,2244,1,Platinum,33504,36,10902,6,16,dairy eggs,3,32.706,0,2725.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4939,Mobile Phone,1,Debit Card,2,4,3,Married,0,18,2,10,200,0,Male,Urban,Bachelor,5K-10K,4117,1,Gold,32112,28,13795,3,18,babies,3,41.385,10,3448.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
2240,Mobile Phone,1,Debit Card,3,1,5,Married,0,20,0,4,168,0,Female,Urban,Bachelor,5K-10K,2683,More than 1,Platinum,76020,31,3816,0,7,beverages,3,11.448,4,954.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3501,Computer,1,COD,4,4,4,Single,0,15,2,8,152,0,Male,Urban,High School,5K-10K,11976,More than 1,Platinum,292452,49,15332,2,16,dairy eggs,3,45.996,8,3833.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
2534,Mobile Phone,3,Debit Card,3,5,2,Single,0,23,2,3,212,0,Female,Rural,High School,5K-10K,2996,More than 1,Platinum,57624,48,11540,3,16,dairy eggs,3,34.62,3,2885.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
403,Mobile Phone,1,Debit Card,2,5,3,Divorced,0,21,1,2,138,0,Male,Urban,Bachelor,2K-5K,0,1,Silver,36948,18,7372,1,4,produce,2,14.744,2,2457.3333333333335,3,Value Seeking Customers,10.0,9.0,1.0,8.0,6.0,5.0,0.0,0.0,Email,Non-Eco-Friendly,2.0,0.56,1.0,1.0,0.58,Eco_Conscious
3819,Mobile Phone,1,COD,3,4,5,Married,0,15,1,31,157,0,Female,Urban,High School,5K-10K,0,1,Platinum,31500,33,25568,5,16,dairy eggs,4,102.272,31,5113.6,1,At-Risk Customers,,,,,,,,,,,,,,,,
2330,Mobile Phone,3,Debit Card,2,3,1,Single,1,18,3,7,158,1,Female,Rural,High School,5K-10K,2691,1,Platinum,32376,66,9832,0,4,produce,4,39.328,7,1966.4,1,At-Risk Customers,,,,,,,,,,,,,,,,
21,Mobile Phone,3,Debit Card,3,5,3,Divorced,1,18,6,7,162,1,Male,Urban,High School,5K-10K,8029,More than 1,Silver,113340,69,10157,0,4,produce,2,20.314,7,3385.6666666666665,1,At-Risk Customers,10.0,6.0,8.0,5.0,5.0,12.0,4.0,1.0,Email,Eco-Friendly,3.0,0.67,1.0,1.0,0.58,Eco_Conscious
300,Computer,1,Credit Card,2,3,3,Divorced,0,11,1,2,205,0,Male,Urban,Bachelor,5K-10K,6992,More than 1,Silver,64848,38,6106,1,19,snacks,2,12.212,2,2035.3333333333333,3,Value Seeking Customers,6.0,6.0,8.0,2.0,1.0,10.0,2.0,1.0,Email,Eco-Friendly,1.0,0.5,0.0,1.0,0.58,Eco_Conscious
3433,Mobile Phone,1,Debit Card,4,2,5,Married,0,21,2,5,193,0,Male,Rural,Bachelor,2K-5K,0,1,Platinum,63204,41,5131,2,16,dairy eggs,2,10.262,5,1710.3333333333333,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3840,Mobile Phone,3,Debit Card,3,4,1,Married,0,13,2,3,219,0,Female,Urban,High School,5K-10K,4377,More than 1,Silver,279120,65,1901,1,4,produce,4,7.604,3,380.2,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
1081,Mobile Phone,1,Debit Card,3,4,3,Married,1,13,0,0,129,0,Male,Urban,Bachelor,5K-10K,6557,1,Platinum,61692,21,15577,2,4,produce,1,15.577,0,7788.5,2,High-Value Customers,7.0,6.0,6.0,10.0,2.0,9.0,4.0,1.0,Social Media,Non-Eco-Friendly,3.0,0.58,1.0,1.0,0.58,Eco_Conscious
530,Mobile Phone,1,UPI,2,4,4,Married,1,24,1,2,137,1,Female,Urban,High School,5K-10K,0,More than 1,Platinum,66480,57,14809,3,16,dairy eggs,3,44.427,2,3702.25,3,Value Seeking Customers,10.0,6.0,8.0,2.0,2.0,11.0,5.0,1.0,Email,Non-Eco-Friendly,1.0,0.61,1.0,1.0,0.58,Eco_Conscious
1034,Mobile Phone,1,Credit Card,3,3,3,Single,0,14,0,2,197,0,Female,Urban,Bachelor,5K-10K,8533,More than 1,Silver,173688,30,12148,3,16,dairy eggs,2,24.296,2,4049.3333333333335,3,Value Seeking Customers,10.0,1.0,6.0,3.0,1.0,0.0,4.0,3.0,Email,Eco-Friendly,2.0,0.43,0.0,0.0,0.52,Low_Interest
3489,Computer,2,UPI,4,5,1,Married,0,12,2,3,147,1,Male,Urban,Bachelor,5K-10K,4011,More than 1,Platinum,112188,47,14270,3,4,produce,3,42.81,3,3567.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2912,Mobile Phone,1,Credit Card,3,4,3,Single,0,18,1,2,169,1,Male,Rural,Bachelor,5K-10K,0,1,Platinum,53808,53,11863,2,18,babies,2,23.726,2,3954.3333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4483,Computer,1,UPI,4,5,4,Married,0,21,3,3,159,0,Male,Rural,Bachelor,More than 10K,3148,More than 1,Platinum,67728,25,14817,3,4,produce,3,44.451,3,3704.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4322,Computer,3,COD,3,4,1,Single,1,14,2,4,182,0,Female,Urban,High School,2K-5K,9425,More than 1,Silver,63108,69,6723,1,4,produce,3,20.169,4,1680.75,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3543,Computer,3,E wallet,4,4,5,Married,0,15,3,3,221,0,Female,Urban,High School,5K-10K,5416,1,Platinum,49212,27,11393,3,16,dairy eggs,4,45.572,3,2278.6,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1311,Mobile Phone,3,E wallet,3,3,4,Married,0,13,0,6,173,0,Female,Urban,High School,5K-10K,6544,More than 1,Gold,56448,31,9768,2,17,household,3,29.304,6,2442.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
1287,Mobile Phone,1,Debit Card,2,3,3,Single,0,15,8,15,295,0,Female,Urban,Bachelor,5K-10K,2537,More than 1,Gold,91608,19,18682,4,4,produce,3,56.046,15,4670.5,1,At-Risk Customers,,,,,,,,,,,,,,,,
3392,Mobile Phone,1,Debit Card,3,2,3,Married,0,18,6,9,159,0,Male,Rural,High School,2K-5K,0,More than 1,Platinum,107580,65,11543,2,16,dairy eggs,3,34.629,9,2885.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
4787,Mobile Phone,1,Cash on Delivery,3,5,4,Single,0,15,7,7,292,0,Female,Urban,Bachelor,5K-10K,3922,More than 1,Gold,96384,23,13609,1,4,produce,1,13.609,7,6804.5,2,High-Value Customers,,,,,,,,,,,,,,,,
4845,Computer,2,UPI,4,4,4,Married,0,14,3,9,151,0,Male,Urban,Bachelor,5K-10K,0,1,Silver,40620,24,11083,0,4,produce,2,22.166,9,3694.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
3118,Mobile Phone,2,UPI,3,2,3,Divorced,0,14,2,1,153,0,Male,Urban,Bachelor,2K-5K,11131,1,Platinum,29700,28,22241,4,16,dairy eggs,5,111.205,1,3706.8333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
845,Mobile Phone,1,Debit Card,3,3,3,Single,0,14,1,2,123,0,Male,Urban,High School,2K-5K,6629,More than 1,Gold,58500,70,8591,1,16,dairy eggs,1,8.591,2,4295.5,3,Value Seeking Customers,4.0,3.0,5.0,3.0,5.0,17.0,1.0,4.0,Social Media,Non-Eco-Friendly,3.0,0.45,0.0,0.0,0.37,Low_Interest
