Customer_ID,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value
2413,Female,Urban,High School,2K-5K,3625,1,Gold,30900
2414,Female,Urban,Bachelor,5K-10K,2880,More than 1,Silver,48948
2415,Male,Urban,Bachelor,More than 10K,6789,1,Platinum,55152
2416,Male,Urban,High School,More than 10K,3344,More than 1,Silver,61824
2417,Female,Urban,High School,2K-5K,5126,1,Gold,64764
2418,Female,Urban,High School,2K-5K,9463,More than 1,Platinum,63984
2419,Female,Rural,Bachelor,5K-10K,2725,1,Silver,36720
2420,Male,Urban,Bachelor,5K-10K,4135,More than 1,Silver,68328
2421,Male,Urban,High School,5K-10K,6500,More than 1,Platinum,136776
2422,Female,Rural,Bachelor,5K-10K,0,1,Platinum,31008
2423,Female,Urban,Bachelor,5K-10K,3963,1,Silver,32448
2424,Male,Rural,Bachelor,5K-10K,8828,More than 1,Silver,72624
2425,Male,Urban,High School,5K-10K,3899,More than 1,Gold,59328
2426,Female,Urban,High School,5K-10K,7431,More than 1,Platinum,70716
2427,Male,Urban,High School,5K-10K,11869,More than 1,Platinum,282504
2428,Female,Urban,High School,5K-10K,3886,More than 1,Platinum,59352
2429,Male,Rural,High School,5K-10K,2571,1,Silver,38772
2430,Male,Rural,High School,5K-10K,0,1,Platinum,53556
2431,Male,Urban,Bachelor,5K-10K,2997,More than 1,Gold,110760
2432,Female,Urban,Bachelor,5K-10K,6255,More than 1,Platinum,96084
2433,Male,Urban,Bachelor,5K-10K,4403,1,Silver,33864
2434,Male,Urban,Bachelor,2K-5K,0,1,Silver,44088
2435,Male,Urban,High School,More than 10K,7027,More than 1,Silver,117756
2436,Female,Urban,High School,2K-5K,6502,More than 1,Platinum,288732
2437,Female,Rural,Others,5K-10K,0,1,Gold,64740
2438,Female,Rural,High School,5K-10K,0,More than 1,Platinum,72252
2439,Male,Urban,High School,More than 10K,4495,1,Gold,65832
2440,Male,Urban,Bachelor,2K-5K,3875,More than 1,Silver,31320
2441,Female,Urban,Bachelor,2K-5K,5477,More than 1,Platinum,62976
2442,Female,Urban,Bachelor,5K-10K,6160,More than 1,Silver,98868
2443,Female,Rural,Bachelor,2K-5K,7191,More than 1,Gold,128928
2444,Female,Rural,Bachelor,5K-10K,6857,1,Silver,76896
2445,Female,Urban,High School,2K-5K,4078,1,Platinum,67176
2446,Male,Urban,High School,5K-10K,8466,More than 1,Platinum,69588
2447,Male,Urban,High School,2K-5K,14650,More than 1,Platinum,66096
2448,Male,Urban,Bachelor,5K-10K,4883,1,Platinum,35208
2449,Female,Urban,Bachelor,5K-10K,7962,More than 1,Gold,97308
2450,Female,Urban,High School,2K-5K,6661,More than 1,Platinum,134052
2451,Female,Urban,Others,<=2K,3972,More than 1,Gold,68616
2452,Male,Rural,High School,5K-10K,10280,More than 1,Platinum,73788
2453,Female,Urban,Bachelor,5K-10K,3839,More than 1,Platinum,95064
2454,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,73500
2455,Male,Urban,Bachelor,5K-10K,0,More than 1,Gold,64080
2456,Female,Rural,High School,2K-5K,3866,More than 1,Platinum,97572
2457,Male,Rural,High School,More than 10K,0,More than 1,Silver,74352
2458,Male,Urban,Bachelor,2K-5K,7868,More than 1,Platinum,66276
2459,Male,Urban,High School,5K-10K,5280,More than 1,Gold,48264
2460,Male,Urban,Bachelor,More than 10K,4222,More than 1,Platinum,115716
2461,Male,Urban,Bachelor,5K-10K,0,More than 1,Silver,73416
2462,Female,Urban,High School,5K-10K,19663,More than 1,Gold,173976
2463,Female,Urban,High School,2K-5K,14344,More than 1,Platinum,108756
2464,Female,Urban,High School,More than 10K,6752,More than 1,Gold,105492
2465,Male,Urban,Bachelor,5K-10K,3312,1,Gold,54084
2466,Female,Urban,Bachelor,5K-10K,6117,More than 1,Platinum,65844
2467,Female,Urban,High School,5K-10K,12637,More than 1,Silver,61668
2468,Female,Urban,High School,2K-5K,7026,1,Silver,36876
2469,Female,Urban,Bachelor,5K-10K,9451,More than 1,Platinum,103920
2470,Female,Urban,Bachelor,More than 10K,5797,1,Platinum,321156
2471,Male,Urban,Bachelor,2K-5K,4325,1,Platinum,35676
2472,Female,Urban,Bachelor,5K-10K,3948,More than 1,Platinum,93504
2473,Female,Urban,High School,5K-10K,6746,More than 1,Platinum,74016
2474,Female,Rural,High School,More than 10K,0,More than 1,Platinum,58056
2475,Male,Urban,High School,5K-10K,5880,More than 1,Silver,59208
2476,Male,Urban,Bachelor,More than 10K,6313,More than 1,Gold,61716
2477,Male,Urban,High School,2K-5K,3901,More than 1,Gold,328464
2478,Male,Urban,Bachelor,5K-10K,3669,1,Silver,34488
2479,Male,Urban,High School,5K-10K,3604,1,Platinum,68628
2480,Male,Urban,High School,5K-10K,6171,More than 1,Gold,118260
2481,Female,Urban,Bachelor,More than 10K,6530,More than 1,Platinum,72684
2482,Male,Urban,High School,5K-10K,3108,More than 1,Platinum,464484
2483,Male,Urban,Others,5K-10K,6668,More than 1,Platinum,67668
2484,Male,Urban,Bachelor,2K-5K,0,1,Platinum,47844
2485,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,100140
2486,Male,Urban,High School,5K-10K,2770,More than 1,Platinum,61872
2487,Male,Urban,High School,5K-10K,3934,1,Platinum,34356
2488,Female,Urban,High School,2K-5K,3709,More than 1,Silver,68988
2489,Female,Urban,High School,5K-10K,4803,More than 1,Platinum,263652
2490,Female,Rural,Bachelor,More than 10K,0,More than 1,Silver,69264
2491,Female,Rural,Bachelor,5K-10K,3200,More than 1,Silver,73620
2492,Male,Urban,Bachelor,2K-5K,4230,More than 1,Silver,63996
2493,Male,Urban,Bachelor,2K-5K,4160,1,Gold,33756
2494,Male,Urban,High School,5K-10K,4021,More than 1,Gold,62760
2495,Female,Urban,High School,More than 10K,4252,More than 1,Platinum,63288
2496,Male,Rural,High School,2K-5K,7280,More than 1,Platinum,63108
2497,Male,Urban,Bachelor,5K-10K,3491,1,Silver,32748
2498,Female,Urban,Bachelor,5K-10K,5469,More than 1,Gold,48120
2499,Male,Urban,Bachelor,2K-5K,4197,More than 1,Platinum,244392
2500,Female,Rural,High School,5K-10K,5420,1,Platinum,33648
2501,Female,Urban,Bachelor,5K-10K,3826,More than 1,Silver,72732
2502,Female,Urban,High School,5K-10K,9260,More than 1,Silver,107748
2503,Female,Rural,Bachelor,5K-10K,4019,More than 1,Gold,107472
2504,Female,Rural,Bachelor,5K-10K,6728,More than 1,Silver,64632
2505,Male,Urban,Bachelor,5K-10K,6218,More than 1,Platinum,250044
2506,Male,Urban,High School,5K-10K,2883,1,Gold,40320
2507,Male,Urban,High School,2K-5K,4252,More than 1,Platinum,85524
2508,Male,Rural,Bachelor,5K-10K,3271,1,Platinum,52272
2509,Male,Urban,Bachelor,5K-10K,7219,More than 1,Silver,37140
2510,Male,Urban,High School,<=2K,4649,More than 1,Platinum,108504
2511,Female,Rural,High School,5K-10K,0,1,Platinum,33552
2512,Female,Rural,High School,5K-10K,0,1,Platinum,35376
2513,Male,Urban,High School,5K-10K,3296,More than 1,Platinum,95004
2514,Male,Urban,Bachelor,More than 10K,2771,1,Platinum,30252
2515,Male,Urban,High School,More than 10K,0,1,Platinum,32520
2516,Female,Rural,High School,5K-10K,3909,More than 1,Gold,58476
2517,Male,Urban,Bachelor,5K-10K,7731,More than 1,Platinum,162576
2518,Male,Urban,Bachelor,5K-10K,4532,More than 1,Platinum,60264
2519,Male,Urban,Bachelor,5K-10K,3998,More than 1,Platinum,65448
2520,Male,Urban,High School,5K-10K,4165,More than 1,Platinum,212304
2521,Male,Urban,High School,2K-5K,7299,1,Platinum,62208
2522,Female,Rural,High School,5K-10K,2983,More than 1,Gold,63060
2523,Male,Urban,High School,5K-10K,9310,More than 1,Silver,60384
2524,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,66048
2525,Male,Urban,High School,5K-10K,6127,More than 1,Platinum,106608
2526,Male,Urban,Bachelor,2K-5K,16695,More than 1,Gold,70668
2527,Male,Rural,High School,More than 10K,3767,More than 1,Gold,73272
2528,Female,Urban,Bachelor,More than 10K,9608,More than 1,Gold,66120
2529,Male,Urban,High School,More than 10K,5887,More than 1,Platinum,144360
2530,Female,Urban,High School,5K-10K,5202,1,Platinum,31668
2531,Male,Rural,High School,5K-10K,0,1,Platinum,27828
2532,Male,Urban,Others,5K-10K,14959,More than 1,Platinum,136716
2533,Female,Rural,High School,5K-10K,6483,More than 1,Gold,31896
2534,Female,Rural,High School,5K-10K,2996,More than 1,Platinum,57624
2535,Male,Urban,High School,5K-10K,3785,More than 1,Platinum,64152
2536,Female,Rural,High School,2K-5K,3678,More than 1,Silver,59820
2537,Male,Rural,High School,5K-10K,3315,More than 1,Platinum,65988
2538,Male,Urban,Bachelor,5K-10K,6010,More than 1,Silver,50364
2539,Male,Urban,High School,5K-10K,6392,1,Platinum,62592
2540,Female,Rural,Bachelor,More than 10K,5134,More than 1,Gold,62868
2541,Female,Urban,Bachelor,2K-5K,3312,More than 1,Platinum,66120
2542,Male,Rural,High School,5K-10K,0,More than 1,Platinum,48060
2543,Male,Rural,Bachelor,More than 10K,2264,1,Silver,61176
2544,Female,Rural,Bachelor,5K-10K,2015,1,Gold,28956
2545,Female,Rural,Others,More than 10K,2346,More than 1,Silver,73356
2546,Male,Urban,High School,More than 10K,4256,More than 1,Gold,30888
2547,Female,Rural,High School,5K-10K,3331,More than 1,Gold,76056
2548,Male,Urban,Bachelor,5K-10K,9314,More than 1,Gold,60072
2549,Male,Rural,Bachelor,5K-10K,6281,1,Platinum,61944
2550,Male,Rural,High School,2K-5K,4936,More than 1,Platinum,32940
2551,Male,Rural,High School,5K-10K,0,More than 1,Platinum,57852
2552,Male,Rural,High School,5K-10K,0,1,Platinum,30804
2553,Female,Rural,High School,More than 10K,0,More than 1,Platinum,74628
2554,Male,Rural,Bachelor,5K-10K,3016,1,Platinum,72372
2555,Male,Urban,High School,More than 10K,12260,More than 1,Platinum,74904
2556,Male,Urban,High School,5K-10K,2688,1,Silver,65868
2557,Female,Rural,High School,5K-10K,4032,1,Platinum,38328
2558,Male,Rural,High School,5K-10K,2102,1,Platinum,33168
2559,Female,Urban,High School,5K-10K,3833,1,Platinum,38160
2560,Female,Rural,High School,2K-5K,2379,More than 1,Gold,101532
2561,Male,Rural,High School,5K-10K,0,More than 1,Platinum,62328
2562,Male,Urban,High School,More than 10K,0,1,Platinum,48288
2563,Male,Urban,High School,2K-5K,17700,More than 1,Platinum,251988
2564,Female,Urban,High School,2K-5K,6007,More than 1,Platinum,46980
2565,Male,Rural,Bachelor,5K-10K,0,1,Platinum,31044
2566,Female,Rural,High School,5K-10K,2090,1,Platinum,33936
2567,Female,Urban,High School,More than 10K,10114,More than 1,Platinum,109056
2568,Female,Urban,Bachelor,2K-5K,12306,1,Gold,92676
2569,Male,Urban,High School,2K-5K,7985,More than 1,Gold,156192
2570,Male,Urban,High School,<=2K,5922,More than 1,Silver,133416
2571,Male,Rural,High School,5K-10K,3492,1,Platinum,33564
2572,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,95952
2573,Male,Urban,High School,5K-10K,6130,1,Platinum,55440
2574,Male,Urban,High School,5K-10K,3754,1,Silver,35124
2575,Male,Urban,High School,5K-10K,5942,More than 1,Silver,54780
2576,Male,Rural,Others,More than 10K,0,More than 1,Platinum,103872
2577,Female,Urban,High School,5K-10K,6721,More than 1,Gold,61836
2578,Female,Urban,High School,2K-5K,3975,More than 1,Platinum,61920
2579,Male,Urban,Bachelor,2K-5K,5054,More than 1,Platinum,263604
2580,Male,Urban,High School,2K-5K,7743,More than 1,Platinum,47412
2581,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,100872
2582,Female,Rural,High School,More than 10K,0,More than 1,Platinum,48984
2583,Male,Urban,Bachelor,2K-5K,0,More than 1,Gold,70836
2584,Female,Urban,High School,More than 10K,2570,1,Platinum,50592
2585,Female,Rural,High School,5K-10K,0,1,Platinum,40092
2586,Female,Urban,High School,2K-5K,6199,1,Silver,34368
2587,Male,Urban,High School,5K-10K,18613,1,Platinum,58092
2588,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,104868
2589,Male,Urban,Bachelor,5K-10K,3659,1,Platinum,32424
2590,Male,Rural,High School,More than 10K,3007,More than 1,Gold,54768
2591,Male,Urban,Bachelor,2K-5K,11594,More than 1,Platinum,71532
2592,Male,Urban,High School,5K-10K,9922,1,Platinum,35304
2593,Male,Urban,High School,2K-5K,8110,More than 1,Silver,74760
2594,Female,Rural,Bachelor,5K-10K,5844,More than 1,Silver,65652
2595,Male,Rural,High School,5K-10K,3501,1,Platinum,48432
2596,Female,Urban,Bachelor,5K-10K,3940,More than 1,Platinum,262260
2597,Female,Urban,Bachelor,2K-5K,5601,1,Platinum,30504
2598,Male,Rural,Bachelor,5K-10K,0,1,Gold,30924
2599,Male,Rural,High School,5K-10K,0,1,Platinum,35124
2600,Male,Urban,Bachelor,2K-5K,4441,More than 1,Silver,69612
2601,Female,Rural,High School,5K-10K,2585,More than 1,Platinum,61944
2602,Female,Urban,High School,5K-10K,7535,More than 1,Platinum,63192
2603,Male,Urban,Bachelor,2K-5K,3774,1,Platinum,64980
2604,Male,Urban,High School,2K-5K,6406,1,Gold,39096
2605,Female,Urban,Bachelor,5K-10K,7675,More than 1,Gold,56364
2606,Female,Urban,High School,<=2K,6248,1,Silver,114528
2607,Female,Rural,Bachelor,2K-5K,0,More than 1,Silver,70716
2608,Female,Urban,Bachelor,5K-10K,7232,More than 1,Silver,66300
2609,Male,Urban,High School,2K-5K,6897,1,Gold,36000
2610,Female,Urban,High School,5K-10K,3619,More than 1,Platinum,94584
2611,Male,Urban,Bachelor,More than 10K,0,1,Silver,60888
2612,Female,Rural,High School,5K-10K,0,More than 1,Silver,93288
2613,Female,Urban,High School,2K-5K,3773,More than 1,Gold,120492
2614,Male,Urban,Bachelor,5K-10K,0,1,Platinum,34404
2615,Female,Rural,Others,5K-10K,2049,1,Silver,71352
2616,Male,Urban,Bachelor,2K-5K,0,More than 1,Gold,117468
2617,Female,Urban,Bachelor,5K-10K,4206,More than 1,Silver,113016
2618,Male,Rural,Bachelor,More than 10K,0,More than 1,Platinum,58524
2619,Female,Urban,Bachelor,5K-10K,4037,More than 1,Platinum,68196
2620,Male,Urban,High School,5K-10K,0,More than 1,Silver,412380
2621,Male,Urban,Bachelor,5K-10K,5534,1,Silver,34668
2622,Male,Urban,Bachelor,5K-10K,4403,More than 1,Gold,56112
2623,Male,Urban,High School,5K-10K,3745,1,Silver,55200
2624,Male,Rural,High School,More than 10K,0,1,Silver,47172
2625,Male,Urban,High School,5K-10K,5568,1,Platinum,35100
2626,Female,Rural,High School,5K-10K,3932,More than 1,Silver,108660
2627,Female,Urban,High School,5K-10K,4139,More than 1,Platinum,66372
2628,Male,Urban,Bachelor,2K-5K,10802,More than 1,Platinum,165168
2629,Male,Urban,Bachelor,5K-10K,4252,More than 1,Gold,72312
2630,Male,Urban,Bachelor,5K-10K,6496,More than 1,Platinum,124992
2631,Female,Urban,High School,5K-10K,5711,More than 1,Gold,107184
2632,Female,Urban,Bachelor,<=2K,5750,More than 1,Platinum,28368
2633,Male,Rural,High School,5K-10K,0,More than 1,Platinum,61608
2634,Male,Urban,High School,5K-10K,3051,More than 1,Platinum,58824
2635,Male,Urban,High School,5K-10K,6726,1,Platinum,54276
2636,Male,Urban,Bachelor,5K-10K,3784,More than 1,Platinum,70440
2637,Female,Urban,High School,5K-10K,4183,1,Platinum,59268
2638,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,64272
2639,Female,Urban,Bachelor,5K-10K,0,More than 1,Gold,59652
2640,Male,Urban,High School,5K-10K,3142,More than 1,Platinum,135084
2641,Male,Urban,Others,2K-5K,8635,More than 1,Platinum,248004
2642,Male,Rural,Bachelor,2K-5K,3017,More than 1,Silver,42708
2643,Male,Urban,High School,5K-10K,0,More than 1,Platinum,95076
2644,Male,Rural,Bachelor,More than 10K,0,1,Silver,41196
2645,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,56088
2646,Male,Urban,Bachelor,<=2K,5995,More than 1,Platinum,73308
2647,Female,Urban,High School,2K-5K,5647,More than 1,Gold,52224
2648,Male,Urban,Bachelor,2K-5K,0,1,Silver,44304
2649,Female,Urban,Bachelor,5K-10K,4257,More than 1,Gold,68832
2650,Female,Urban,High School,2K-5K,0,More than 1,Silver,192204
2651,Male,Urban,High School,2K-5K,3263,More than 1,Platinum,111168
2652,Female,Rural,Others,5K-10K,0,1,Gold,30144
2653,Female,Rural,Bachelor,5K-10K,2197,More than 1,Silver,66180
2654,Female,Urban,High School,5K-10K,8456,More than 1,Platinum,144900
2655,Male,Urban,High School,5K-10K,5917,1,Silver,34212
2656,Male,Urban,High School,5K-10K,6975,More than 1,Platinum,60744
2657,Female,Rural,Bachelor,5K-10K,5319,1,Silver,92400
2658,Female,Rural,High School,2K-5K,0,More than 1,Platinum,59868
2659,Female,Urban,Bachelor,2K-5K,9453,More than 1,Silver,123288
2660,Male,Urban,Bachelor,5K-10K,6629,1,Gold,61764
2661,Female,Urban,High School,More than 10K,0,1,Platinum,40728
2662,Male,Rural,Bachelor,More than 10K,0,1,Gold,44352
2663,Male,Urban,Bachelor,2K-5K,4417,More than 1,Platinum,58776
2664,Male,Urban,High School,2K-5K,6422,More than 1,Silver,71748
2665,Female,Urban,High School,5K-10K,3986,More than 1,Platinum,64692
2666,Female,Urban,High School,2K-5K,6265,1,Gold,36432
2667,Male,Urban,Bachelor,5K-10K,6664,More than 1,Platinum,122172
2668,Male,Rural,High School,2K-5K,2735,1,Silver,31656
2669,Male,Rural,Bachelor,More than 10K,2456,More than 1,Platinum,31824
2670,Female,Urban,High School,5K-10K,5974,More than 1,Platinum,99492
2671,Male,Urban,High School,5K-10K,2650,More than 1,Platinum,67608
2672,Male,Rural,High School,5K-10K,0,More than 1,Platinum,63180
2673,Female,Urban,Others,More than 10K,3870,1,Silver,35952
2674,Male,Rural,Bachelor,More than 10K,3310,More than 1,Silver,80700
2675,Male,Urban,Bachelor,2K-5K,0,1,Platinum,65508
2676,Male,Urban,Others,5K-10K,0,1,Gold,53256
2677,Female,Urban,Bachelor,5K-10K,4249,More than 1,Platinum,97344
2678,Male,Urban,Bachelor,2K-5K,9609,More than 1,Platinum,71364
2679,Male,Urban,Bachelor,2K-5K,6406,1,Platinum,387024
2680,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,63600
2681,Female,Rural,Bachelor,More than 10K,3056,More than 1,Silver,67068
2682,Female,Rural,High School,5K-10K,2413,1,Platinum,35964
2683,Male,Rural,High School,5K-10K,0,1,Platinum,37308
2684,Female,Urban,High School,More than 10K,3831,More than 1,Gold,63384
2685,Female,Urban,Bachelor,5K-10K,4134,More than 1,Platinum,66036
2686,Male,Urban,High School,More than 10K,5496,More than 1,Silver,97092
2687,Male,Urban,High School,5K-10K,3014,More than 1,Silver,172248
2688,Male,Urban,Bachelor,2K-5K,3695,More than 1,Gold,240420
2689,Female,Urban,Bachelor,2K-5K,5585,More than 1,Platinum,63180
2690,Male,Urban,Bachelor,More than 10K,5361,1,Platinum,42288
2691,Female,Urban,High School,5K-10K,6104,1,Platinum,60384
2692,Male,Urban,Bachelor,5K-10K,7975,1,Platinum,68376
2693,Male,Urban,High School,2K-5K,6218,More than 1,Platinum,117072
2694,Male,Urban,High School,<=2K,8773,More than 1,Silver,61632
2695,Male,Urban,Bachelor,2K-5K,6019,More than 1,Platinum,130476
2696,Male,Urban,Bachelor,2K-5K,0,More than 1,Platinum,60576
2697,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,108600
2698,Male,Rural,High School,5K-10K,3254,More than 1,Platinum,68916
2699,Female,Rural,Bachelor,5K-10K,0,1,Silver,56388
2700,Male,Urban,High School,5K-10K,2250,1,Platinum,59472
2701,Male,Urban,High School,2K-5K,2523,More than 1,Silver,61188
2702,Female,Urban,High School,2K-5K,4206,More than 1,Silver,218460
2703,Male,Urban,High School,5K-10K,4074,More than 1,Gold,253704
2704,Female,Urban,Bachelor,5K-10K,2898,More than 1,Gold,68244
2705,Male,Urban,Others,2K-5K,5863,1,Silver,32256
2706,Male,Urban,High School,2K-5K,6858,More than 1,Platinum,111900
2707,Male,Urban,Bachelor,2K-5K,5612,More than 1,Platinum,60372
2708,Male,Urban,Bachelor,<=2K,7933,More than 1,Silver,328548
2709,Male,Rural,High School,5K-10K,0,1,Platinum,32160
2710,Female,Urban,Bachelor,More than 10K,6800,More than 1,Platinum,198468
2711,Female,Rural,High School,More than 10K,5133,More than 1,Platinum,61920
2712,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,77028
2713,Female,Rural,High School,5K-10K,2438,1,Platinum,63060
2714,Male,Urban,Bachelor,2K-5K,3820,More than 1,Gold,62160
2715,Male,Urban,High School,5K-10K,6317,More than 1,Silver,232404
2716,Male,Rural,High School,2K-5K,4966,More than 1,Platinum,56052
2717,Male,Urban,Bachelor,2K-5K,4043,1,Platinum,30912
2718,Male,Urban,Bachelor,5K-10K,4046,More than 1,Platinum,107136
2719,Female,Urban,High School,5K-10K,0,More than 1,Gold,96768
2720,Male,Urban,Bachelor,5K-10K,3655,More than 1,Platinum,67812
2721,Female,Urban,High School,5K-10K,2680,1,Silver,65904
2722,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,91620
2723,Female,Urban,High School,5K-10K,4276,More than 1,Platinum,58908
2724,Female,Rural,High School,<=2K,0,More than 1,Platinum,95220
2725,Male,Urban,Bachelor,5K-10K,0,More than 1,Silver,96348
2726,Female,Urban,Bachelor,5K-10K,3295,1,Gold,59796
2727,Male,Rural,High School,5K-10K,3765,1,Platinum,33504
2728,Male,Urban,Others,2K-5K,4009,1,Platinum,33360
2729,Female,Urban,Bachelor,2K-5K,6110,More than 1,Platinum,168588
2730,Female,Urban,Bachelor,5K-10K,4247,More than 1,Platinum,57816
2731,Male,Urban,Bachelor,2K-5K,5651,More than 1,Silver,73128
2732,Male,Urban,High School,5K-10K,3781,More than 1,Gold,71544
2733,Female,Urban,Bachelor,2K-5K,5422,1,Gold,168672
2734,Male,Rural,High School,5K-10K,4717,More than 1,Silver,285276
2735,Female,Urban,Bachelor,5K-10K,6271,More than 1,Gold,64512
2736,Female,Urban,Bachelor,2K-5K,0,More than 1,Platinum,206892
2737,Female,Rural,Bachelor,5K-10K,2428,1,Silver,32772
2738,Female,Rural,Bachelor,5K-10K,5598,More than 1,Silver,54084
2739,Male,Urban,High School,5K-10K,6454,1,Gold,34452
2740,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,164808
2741,Female,Urban,High School,5K-10K,3100,More than 1,Silver,89328
2742,Female,Rural,High School,5K-10K,0,More than 1,Platinum,94476
2743,Female,Rural,High School,5K-10K,2748,1,Gold,48156
2744,Male,Urban,Bachelor,5K-10K,2877,More than 1,Platinum,108924
2745,Male,Urban,High School,5K-10K,7079,More than 1,Platinum,95352
2746,Female,Urban,High School,2K-5K,6622,More than 1,Platinum,110820
2747,Male,Urban,Bachelor,5K-10K,8435,More than 1,Platinum,111228
2748,Male,Urban,Bachelor,5K-10K,5755,More than 1,Platinum,276912
2749,Male,Urban,Bachelor,5K-10K,3865,1,Silver,139752
2750,Female,Rural,High School,2K-5K,4701,More than 1,Platinum,29832
2751,Male,Urban,High School,5K-10K,6456,1,Silver,52536
2752,Male,Urban,Bachelor,5K-10K,8168,More than 1,Platinum,66612
2753,Male,Urban,High School,2K-5K,6488,More than 1,Gold,102312
2754,Male,Urban,Bachelor,5K-10K,6089,More than 1,Gold,247704
2755,Male,Urban,Bachelor,2K-5K,10684,1,Gold,42348
2756,Male,Urban,High School,5K-10K,5951,1,Gold,30516
2757,Male,Urban,Bachelor,More than 10K,10427,1,Platinum,33648
2758,Male,Urban,Bachelor,More than 10K,3080,More than 1,Silver,91224
2759,Female,Urban,Bachelor,5K-10K,4546,More than 1,Platinum,111384
2760,Male,Urban,High School,2K-5K,6432,More than 1,Silver,177360
2761,Male,Urban,Bachelor,5K-10K,6232,1,Platinum,61236
2762,Male,Urban,High School,More than 10K,2679,More than 1,Gold,332844
2763,Female,Rural,High School,5K-10K,2118,More than 1,Platinum,221304
2764,Female,Urban,High School,2K-5K,9440,More than 1,Platinum,72780
2765,Male,Urban,High School,2K-5K,3867,More than 1,Gold,66024
2766,Male,Urban,High School,5K-10K,12508,More than 1,Platinum,173040
2767,Male,Urban,Bachelor,5K-10K,3997,More than 1,Platinum,165312
2768,Female,Urban,High School,2K-5K,6629,More than 1,Silver,463152
2769,Male,Urban,High School,5K-10K,7724,More than 1,Platinum,76632
2770,Female,Urban,Bachelor,5K-10K,3218,1,Gold,49620
2771,Female,Urban,High School,5K-10K,8883,More than 1,Platinum,71028
2772,Female,Urban,High School,2K-5K,5426,1,Silver,31116
2773,Female,Urban,High School,2K-5K,6448,1,Silver,29664
2774,Female,Rural,High School,5K-10K,2875,1,Gold,69648
2775,Male,Urban,Bachelor,5K-10K,4603,More than 1,Silver,75444
2776,Male,Urban,High School,2K-5K,17734,More than 1,Silver,213072
2777,Male,Rural,High School,5K-10K,6025,1,Platinum,36600
2778,Male,Urban,High School,5K-10K,7430,More than 1,Gold,224544
2779,Male,Urban,Bachelor,5K-10K,7268,1,Platinum,28800
2780,Male,Rural,Bachelor,More than 10K,5495,1,Silver,39480
2781,Male,Urban,Bachelor,2K-5K,3635,More than 1,Platinum,63588
2782,Female,Urban,High School,More than 10K,4799,More than 1,Gold,71064
2783,Female,Urban,High School,5K-10K,6423,More than 1,Platinum,96516
2784,Female,Urban,Bachelor,5K-10K,6623,More than 1,Gold,331404
2785,Female,Rural,High School,5K-10K,0,More than 1,Gold,67392
2786,Male,Urban,High School,More than 10K,3785,More than 1,Platinum,109548
2787,Male,Urban,High School,2K-5K,6449,1,Silver,64044
2788,Male,Urban,Bachelor,2K-5K,6522,More than 1,Platinum,170304
2789,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,52452
2790,Male,Rural,High School,5K-10K,4386,More than 1,Silver,95436
2791,Male,Urban,High School,5K-10K,5560,More than 1,Gold,205944
2792,Male,Rural,Others,2K-5K,0,1,Silver,34464
2793,Male,Urban,Bachelor,5K-10K,0,More than 1,Gold,89604
2794,Female,Urban,High School,5K-10K,5536,1,Gold,32256
2795,Female,Rural,High School,More than 10K,5387,More than 1,Platinum,64104
2796,Female,Urban,High School,2K-5K,5689,1,Silver,33468
2797,Female,Urban,High School,2K-5K,6848,More than 1,Gold,54048
2798,Female,Rural,Bachelor,5K-10K,0,1,Silver,54936
2799,Male,Urban,Bachelor,5K-10K,3564,More than 1,Gold,66108
2800,Male,Urban,High School,2K-5K,5599,More than 1,Gold,65988
2801,Male,Rural,Bachelor,2K-5K,7360,More than 1,Platinum,63060
2802,Female,Urban,High School,More than 10K,2376,More than 1,Platinum,69792
2803,Female,Urban,Bachelor,More than 10K,3664,More than 1,Gold,58524
2804,Female,Rural,Bachelor,More than 10K,3100,More than 1,Platinum,440340
2805,Female,Rural,High School,More than 10K,0,More than 1,Platinum,59712
2806,Female,Rural,High School,5K-10K,3161,More than 1,Gold,60864
2807,Male,Rural,High School,5K-10K,4042,More than 1,Gold,66288
2808,Male,Rural,High School,5K-10K,0,1,Platinum,30168
2809,Male,Rural,Bachelor,5K-10K,2219,1,Gold,30936
2810,Female,Urban,Bachelor,More than 10K,3162,More than 1,Gold,92808
2811,Female,Urban,Bachelor,More than 10K,3821,1,Gold,35592
2812,Male,Urban,High School,5K-10K,6453,More than 1,Gold,326952
2813,Male,Urban,Bachelor,More than 10K,0,More than 1,Platinum,283140
